leaves,x0,x1,x2,x3,x4,bottom_permutation,top_permutation,permutation,orbits
11,4,0,0,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 10)(1 3)(2 5)(4 7)(6 9)(8 11),"[[10, 7, 4, 1, 3, 6, 9, 11, 8, 5, 2, 0]]",1
13,4,1,0,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 5)(2 4)(3 7)(6 9)(8 11)(10 13),"[[12, 9, 6, 3, 7, 10, 13, 11, 8, 5, 1, 4, 2, 0]]",1
15,4,2,0,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 7)(2 4)(3 6)(5 9)(8 11)(10 13)(12 15),"[[14, 11, 8, 5, 9, 12, 15, 13, 10, 7, 1, 4, 2, 0], [6, 3]]",2
17,4,3,0,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 9)(2 4)(3 6)(5 8)(7 11)(10 13)(12 15)(14 17),"[[16, 13, 10, 7, 11, 14, 17, 15, 12, 9, 1, 4, 2, 0], [6, 3], [8, 5]]",3
19,4,4,0,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 11)(2 4)(3 6)(5 8)(7 10)(9 13)(12 15)(14 17)(16 19),"[[18, 15, 12, 9, 13, 16, 19, 17, 14, 11, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7]]",4
21,4,5,0,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 13)(2 4)(3 6)(5 8)(7 10)(9 12)(11 15)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 15, 18, 21, 19, 16, 13, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9]]",5
13,5,0,0,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 3)(2 5)(4 7)(6 9)(8 11)(10 13),"[[12, 9, 6, 3, 1, 4, 7, 10, 13, 11, 8, 5, 2, 0]]",1
15,5,1,0,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 5)(2 4)(3 7)(6 9)(8 11)(10 13)(12 15),"[[14, 11, 8, 5, 1, 4, 2, 0], [7, 10, 13, 15, 12, 9, 6, 3]]",2
17,5,2,0,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 7)(2 4)(3 6)(5 9)(8 11)(10 13)(12 15)(14 17),"[[16, 13, 10, 7, 1, 4, 2, 0], [6, 3], [9, 12, 15, 17, 14, 11, 8, 5]]",3
19,5,3,0,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 9)(2 4)(3 6)(5 8)(7 11)(10 13)(12 15)(14 17)(16 19),"[[18, 15, 12, 9, 1, 4, 2, 0], [6, 3], [8, 5], [11, 14, 17, 19, 16, 13, 10, 7]]",4
21,5,4,0,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 11)(2 4)(3 6)(5 8)(7 10)(9 13)(12 15)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [13, 16, 19, 21, 18, 15, 12, 9]]",5
23,5,5,0,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 13)(2 4)(3 6)(5 8)(7 10)(9 12)(11 15)(14 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9], [15, 18, 21, 23, 20, 17, 14, 11]]",6
7,0,0,1,0,0,(0 2)(1 4)(3 6)(5 7),(0 2)(1 6)(3 5)(4 7),"[[2, 0], [6, 3, 5, 7, 4, 1]]",2
7,0,1,1,0,0,(0 2)(1 4)(3 6)(5 7),(0 4)(1 7)(2 6)(3 5),"[[4, 1, 7, 5, 3, 6, 2, 0]]",1
9,0,2,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 9),(0 7)(1 9)(2 6)(3 5)(4 8),"[[7, 9, 1, 4, 8, 5, 3, 6, 2, 0]]",1
11,0,3,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 9)(1 11)(2 6)(3 5)(4 8)(7 10),"[[9, 11, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7]]",2
13,0,4,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 11)(1 13)(2 6)(3 5)(4 8)(7 10)(9 12),"[[11, 13, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9]]",3
15,0,5,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 13)(1 15)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14),"[[13, 15, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11]]",4
7,1,0,1,0,0,(0 2)(1 4)(3 6)(5 7),(0 6)(1 4)(2 7)(3 5),"[[6, 3, 5, 7, 2, 0], [4, 1]]",2
9,1,1,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 9),(0 8)(1 7)(2 6)(3 5)(4 9),"[[8, 5, 3, 6, 2, 0], [7, 9, 4, 1]]",2
11,1,2,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 10)(1 9)(2 6)(3 5)(4 8)(7 11),"[[10, 7, 11, 9, 1, 4, 8, 5, 3, 6, 2, 0]]",1
13,1,3,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 11)(2 6)(3 5)(4 8)(7 10)(9 13),"[[12, 9, 13, 11, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7]]",2
15,1,4,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 13)(2 6)(3 5)(4 8)(7 10)(9 12)(11 15),"[[14, 11, 15, 13, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9]]",3
17,1,5,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14)(13 17),"[[16, 13, 17, 15, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11]]",4
9,2,0,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 9),(0 8)(1 4)(2 7)(3 5)(6 9),"[[8, 5, 3, 6, 9, 7, 2, 0], [4, 1]]",2
11,2,1,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 10)(1 7)(2 6)(3 5)(4 9)(8 11),"[[10, 7, 1, 4, 9, 11, 8, 5, 3, 6, 2, 0]]",1
13,2,2,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 9)(2 6)(3 5)(4 8)(7 11)(10 13),"[[12, 9, 1, 4, 8, 5, 3, 6, 2, 0], [11, 13, 10, 7]]",2
15,2,3,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 11)(2 6)(3 5)(4 8)(7 10)(9 13)(12 15),"[[14, 11, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [13, 15, 12, 9]]",3
17,2,4,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 13)(2 6)(3 5)(4 8)(7 10)(9 12)(11 15)(14 17),"[[16, 13, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [15, 17, 14, 11]]",4
19,2,5,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 15)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14)(13 17)(16 19),"[[18, 15, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11], [17, 19, 16, 13]]",5
11,3,0,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 10)(1 4)(2 7)(3 5)(6 9)(8 11),"[[10, 7, 2, 0], [4, 1], [5, 8, 11, 9, 6, 3]]",3
13,3,1,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 7)(2 6)(3 5)(4 9)(8 11)(10 13),"[[12, 9, 4, 1, 7, 10, 13, 11, 8, 5, 3, 6, 2, 0]]",1
15,3,2,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 9)(2 6)(3 5)(4 8)(7 11)(10 13)(12 15),"[[14, 11, 7, 10, 13, 15, 12, 9, 1, 4, 8, 5, 3, 6, 2, 0]]",1
17,3,3,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 11)(2 6)(3 5)(4 8)(7 10)(9 13)(12 15)(14 17),"[[16, 13, 9, 12, 15, 17, 14, 11, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7]]",2
19,3,4,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 13)(2 6)(3 5)(4 8)(7 10)(9 12)(11 15)(14 17)(16 19),"[[18, 15, 11, 14, 17, 19, 16, 13, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9]]",3
21,3,5,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 15)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21),"[[20, 17, 13, 16, 19, 21, 18, 15, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11]]",4
13,4,0,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 4)(2 7)(3 5)(6 9)(8 11)(10 13),"[[12, 9, 6, 3, 5, 8, 11, 13, 10, 7, 2, 0], [4, 1]]",2
15,4,1,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 7)(2 6)(3 5)(4 9)(8 11)(10 13)(12 15),"[[14, 11, 8, 5, 3, 6, 2, 0], [7, 10, 13, 15, 12, 9, 4, 1]]",2
17,4,2,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 9)(2 6)(3 5)(4 8)(7 11)(10 13)(12 15)(14 17),"[[16, 13, 10, 7, 11, 14, 17, 15, 12, 9, 1, 4, 8, 5, 3, 6, 2, 0]]",1
19,4,3,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 11)(2 6)(3 5)(4 8)(7 10)(9 13)(12 15)(14 17)(16 19),"[[18, 15, 12, 9, 13, 16, 19, 17, 14, 11, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7]]",2
21,4,4,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 13)(2 6)(3 5)(4 8)(7 10)(9 12)(11 15)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 15, 18, 21, 19, 16, 13, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9]]",3
23,4,5,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 15)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 17, 20, 23, 21, 18, 15, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11]]",4
15,5,0,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 4)(2 7)(3 5)(6 9)(8 11)(10 13)(12 15),"[[14, 11, 8, 5, 3, 6, 9, 12, 15, 13, 10, 7, 2, 0], [4, 1]]",2
17,5,1,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 7)(2 6)(3 5)(4 9)(8 11)(10 13)(12 15)(14 17),"[[16, 13, 10, 7, 1, 4, 9, 12, 15, 17, 14, 11, 8, 5, 3, 6, 2, 0]]",1
19,5,2,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 9)(2 6)(3 5)(4 8)(7 11)(10 13)(12 15)(14 17)(16 19),"[[18, 15, 12, 9, 1, 4, 8, 5, 3, 6, 2, 0], [11, 14, 17, 19, 16, 13, 10, 7]]",2
21,5,3,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 11)(2 6)(3 5)(4 8)(7 10)(9 13)(12 15)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [13, 16, 19, 21, 18, 15, 12, 9]]",3
23,5,4,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 13)(2 6)(3 5)(4 8)(7 10)(9 12)(11 15)(14 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [15, 18, 21, 23, 20, 17, 14, 11]]",4
25,5,5,1,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 15)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11], [17, 20, 23, 25, 22, 19, 16, 13]]",5
9,0,0,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 9),(0 2)(1 8)(3 5)(4 7)(6 9),"[[2, 0], [8, 5, 3, 6, 9, 7, 4, 1]]",2
9,0,1,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 9),(0 6)(1 9)(2 8)(3 5)(4 7),"[[6, 3, 5, 8, 2, 0], [9, 7, 4, 1]]",2
11,0,2,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 9)(1 11)(2 8)(3 5)(4 7)(6 10),"[[9, 11, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0]]",1
13,0,3,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 11)(1 13)(2 8)(3 5)(4 7)(6 10)(9 12),"[[11, 13, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0], [12, 9]]",2
15,0,4,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 13)(1 15)(2 8)(3 5)(4 7)(6 10)(9 12)(11 14),"[[13, 15, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0], [12, 9], [14, 11]]",3
17,0,5,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 15)(1 17)(2 8)(3 5)(4 7)(6 10)(9 12)(11 14)(13 16),"[[15, 17, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0], [12, 9], [14, 11], [16, 13]]",4
9,1,0,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 9),(0 8)(1 6)(2 9)(3 5)(4 7),"[[8, 5, 3, 6, 1, 4, 7, 9, 2, 0]]",1
11,1,1,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 10)(1 9)(2 8)(3 5)(4 7)(6 11),"[[10, 7, 4, 1, 9, 11, 6, 3, 5, 8, 2, 0]]",1
13,1,2,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 11)(2 8)(3 5)(4 7)(6 10)(9 13),"[[12, 9, 13, 11, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0]]",1
15,1,3,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 13)(2 8)(3 5)(4 7)(6 10)(9 12)(11 15),"[[14, 11, 15, 13, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0], [12, 9]]",2
17,1,4,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 8)(3 5)(4 7)(6 10)(9 12)(11 14)(13 17),"[[16, 13, 17, 15, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0], [12, 9], [14, 11]]",3
19,1,5,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 8)(3 5)(4 7)(6 10)(9 12)(11 14)(13 16)(15 19),"[[18, 15, 19, 17, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0], [12, 9], [14, 11], [16, 13]]",4
11,2,0,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 10)(1 6)(2 9)(3 5)(4 7)(8 11),"[[10, 7, 4, 1, 6, 3, 5, 8, 11, 9, 2, 0]]",1
13,2,1,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 9)(2 8)(3 5)(4 7)(6 11)(10 13),"[[12, 9, 1, 4, 7, 10, 13, 11, 6, 3, 5, 8, 2, 0]]",1
15,2,2,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 11)(2 8)(3 5)(4 7)(6 10)(9 13)(12 15),"[[14, 11, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0], [13, 15, 12, 9]]",2
17,2,3,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 13)(2 8)(3 5)(4 7)(6 10)(9 12)(11 15)(14 17),"[[16, 13, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0], [12, 9], [15, 17, 14, 11]]",3
19,2,4,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 15)(2 8)(3 5)(4 7)(6 10)(9 12)(11 14)(13 17)(16 19),"[[18, 15, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0], [12, 9], [14, 11], [17, 19, 16, 13]]",4
21,2,5,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 17)(2 8)(3 5)(4 7)(6 10)(9 12)(11 14)(13 16)(15 19)(18 21),"[[20, 17, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0], [12, 9], [14, 11], [16, 13], [19, 21, 18, 15]]",5
13,3,0,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 6)(2 9)(3 5)(4 7)(8 11)(10 13),"[[12, 9, 2, 0], [6, 3, 5, 8, 11, 13, 10, 7, 4, 1]]",2
15,3,1,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 9)(2 8)(3 5)(4 7)(6 11)(10 13)(12 15),"[[14, 11, 6, 3, 5, 8, 2, 0], [9, 12, 15, 13, 10, 7, 4, 1]]",2
17,3,2,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 11)(2 8)(3 5)(4 7)(6 10)(9 13)(12 15)(14 17),"[[16, 13, 9, 12, 15, 17, 14, 11, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0]]",1
19,3,3,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 13)(2 8)(3 5)(4 7)(6 10)(9 12)(11 15)(14 17)(16 19),"[[18, 15, 11, 14, 17, 19, 16, 13, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0], [12, 9]]",2
21,3,4,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 15)(2 8)(3 5)(4 7)(6 10)(9 12)(11 14)(13 17)(16 19)(18 21),"[[20, 17, 13, 16, 19, 21, 18, 15, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0], [12, 9], [14, 11]]",3
23,3,5,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 17)(2 8)(3 5)(4 7)(6 10)(9 12)(11 14)(13 16)(15 19)(18 21)(20 23),"[[22, 19, 15, 18, 21, 23, 20, 17, 1, 4, 7, 10, 6, 3, 5, 8, 2, 0], [12, 9], [14, 11], [16, 13]]",4
15,4,0,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 6)(2 9)(3 5)(4 7)(8 11)(10 13)(12 15),"[[14, 11, 8, 5, 3, 6, 1, 4, 7, 10, 13, 15, 12, 9, 2, 0]]",1
17,4,1,2,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 9)(2 8)(3 5)(4 7)(6 11)(10 13)(12 15)(14 17),"[[16, 13, 10, 7, 4, 1, 9, 12, 15, 17, 14, 11, 6, 3, 5, 8, 2, 0]]",1
